0,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00755,0
1,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00021,1
2,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00500,2
3,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01368,3
4,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00245,4
5,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00179,5
6,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00495,6
7,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01254,7
8,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00997,8
9,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00582,9
10,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00320,10
11,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01362,11
12,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00326,12
13,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01061,13
14,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01150,14
15,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00791,15
16,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00882,16
17,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00868,17
18,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00422,18
19,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00734,19
20,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01236,20
21,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01036,21
22,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00699,22
23,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01284,23
24,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00822,24
25,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00839,25
26,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00969,26
27,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00020,27
28,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00146,28
29,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00172,29
30,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00504,30
31,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00951,31
32,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00613,32
33,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01321,33
34,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01088,34
35,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01301,35
36,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01299,36
37,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00717,37
38,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00197,38
39,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00729,39
40,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00161,40
41,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01231,41
42,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00127,42
43,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00153,43
44,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/01173,44
45,/mnt/HyperStorage_ntfs/Coding/Autonomous/model/data/bdd100k/train/00548,45
